course_code,course_title,course_description
ANTH 137,Consuming Culture,"Explores consumption as a cultural form. Beginning with theories of capitalism and exchange, it then focuses on sites and modes of consumption and display such as department stores, museums and zoos, advertisements and photography, cultural tourism."
ANTH 138,Political Anthropology,"The ideas, in selected non-Western societies, about the nature of power, order, social cohesion, and the political organization of these societies."
ANTH 139,Language and Culture,"Examination of language system and language use in relationship to cultural contexts of communication in Western and non-Western societies. Topics include the Sapir-Whorf linguistic relativity hypothesis; linguistic constructions of gender; speech variation in relation to class, ethnicity, and national identity; and the emergence of self in communicative acts."
ANTH 140,The Body in Rain: Environmental and Medical Intersections,"Explores medical and environmental anthropologies, including how bodies-human and other-are implicated in processes often figured as environmental. Explores how the body and the environment combine and interact to form nexus of political, cultural, and material forces."
ANTH 142,Anthropology of Law,"An ethnographically informed consideration of law, dispute management, and social control in a range of societies including the contemporary U.S. Topics include conflict management processes, theories of justice, legal discourse, and relations among local, national, and transnational legal systems."
ANTH 143,Performance and Power,"Explores relationships between power and performance forms and media, both traditional and emergent. Links aesthetics with politics, and recent transcultural exchanges with local circumstances and consequences."
ANTH 144,Anthropology of Poverty and Welfare,"Examines phenomena of poverty and welfare in cross-cultural perspective with an emphasis on critical ethnographies and social analyses of social pathologies, economic systems, and community. Topics include informal economies, labor, household systems, social-support networks, and public policies."
ANTH 145X,Special Topics in Socio-Cultural Anthropology,Taught annually on a rotating basis by faculty members. Each year's topic varies by instructor and is announced by the department.
ANTH 146,Anthropology and the Environment,"Examines recent approaches to study of nature and the environment. Considers historical relationship between nature, science, and colonial expansion as well as key issues of contemporary environmental concern: conservation, environmental justice, and social movements. Students cannot receive credit for this course and ANTH 246 ."
ANTH 147,Anthropology and the Anthropocene,"Looks at how humans have lived with their environments in other times and places; the long-distance transfers of humans and other animals, as well as plants and microorganisms; and how we can best live in the Anthropocene."
